Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level
Main gate,Morn,Tuesday,66.3793902,,Main gate,Noon,Tuesday,65.1974102,,Main gate,Afternoon,Tuesday,76.03588235,,Main gate,Morn,Wednesday,56.31892,,Main gate,Noon,Wednesday,,61.5059233,Main gate,Afternoon,Wednesday,65.65823529,,Main gate,Morn,Saturday,58.45960784,,Main gate,Noon,Saturday,61.3851427,,Main gate,Afternoon,Saturday,50.00156863,,Main gate,Morn,Sunday,57.21708764,,Main gate,Noon,Sunday,58.60311415,,Main gate,Afternoon,Sunday,49.85117647,,Nassau gate,Morn,Tuesday,53.71978923,,Nassau gate,Noon,Tuesday,75.311,,Nassau gate,Afternoon,Tuesday,54.26625,,Nassau gate,Morn,Wednesday,48.17739673,,Nassau gate,Noon,Wednesday,69.9222516,,Nassau gate,Afternoon,Wednesday,60.96967,,Nassau gate,Morn,Saturday,63.11981047,,Nassau gate,Noon,Saturday,61.76153872,,Nassau gate,Afternoon,Saturday,62.23526617,,Nassau gate,Morn,Sunday,53.60409124,,Nassau gate,Noon,Sunday,60.84481031,,Nassau gate,Afternoon,Sunday,67.39898163,,Pearse gate,Morn,Tuesday,68.23558264,,Pearse gate,Noon,Tuesday,38.79569981,,Pearse gate,Afternoon,Tuesday,59.34501749,,Pearse gate,Morn,Wednesday,68.12970662,,Pearse gate,Noon,Wednesday,64.24440684,,Pearse gate,Afternoon,Wednesday,62.0078,,Pearse gate,Morn,Saturday,56.70450433,,Pearse gate,Noon,Saturday,59.9532437,,Pearse gate,Afternoon,Saturday,61.01389951,,Pearse gate,Morn,Sunday,57.44450491,,Pearse gate,Noon,Sunday,72.9738,,Pearse gate,Afternoon,Sunday,39.71156528
Main gate,Morn,Tuesday,69.4600058,,Main gate,Noon,Tuesday,65.1173563,,Main gate,Afternoon,Tuesday,69.25333333,,Main gate,Morn,Wednesday,56.45786,,Main gate,Noon,Wednesday,,60.9137403,Main gate,Afternoon,Wednesday,63.94647059,,Main gate,Morn,Saturday,57.90058824,,Main gate,Noon,Saturday,61.868777,,Main gate,Afternoon,Saturday,46.68,,Main gate,Morn,Sunday,58.97297483,,Main gate,Noon,Sunday,57.75089674,,Main gate,Afternoon,Sunday,54.66156863,,Nassau gate,Morn,Tuesday,54.27945209,,Nassau gate,Noon,Tuesday,76.4032,,Nassau gate,Afternoon,Tuesday,54.10684,,Nassau gate,Morn,Wednesday,49.87620358,,Nassau gate,Noon,Wednesday,68.0126461,,Nassau gate,Afternoon,Wednesday,60.53606,,Nassau gate,Morn,Saturday,56.41224449,,Nassau gate,Noon,Saturday,60.68683777,,Nassau gate,Afternoon,Saturday,58.29403115,,Nassau gate,Morn,Sunday,53.27135682,,Nassau gate,Noon,Sunday,42.71212688,,Nassau gate,Afternoon,Sunday,68.18443598,,Pearse gate,Morn,Tuesday,66.06217996,,Pearse gate,Noon,Tuesday,29.69066571,,Pearse gate,Afternoon,Tuesday,60.01279576,,Pearse gate,Morn,Wednesday,67.30417718,,Pearse gate,Noon,Wednesday,61.15444397,,Pearse gate,Afternoon,Wednesday,66.4134,,Pearse gate,Morn,Saturday,56.36638836,,Pearse gate,Noon,Saturday,56.7882478,,Pearse gate,Afternoon,Saturday,61.50638271,,Pearse gate,Morn,Sunday,63.79949368,,Pearse gate,Noon,Sunday,73.6508,,Pearse gate,Afternoon,Sunday,43.60164987
Main gate,Morn,Tuesday,68.160031,,Main gate,Noon,Tuesday,67.6220297,,Main gate,Afternoon,Tuesday,76.33137255,,Main gate,Morn,Wednesday,56.06648,,Main gate,Noon,Wednesday,,62.7680438,Main gate,Afternoon,Wednesday,66.4154902,,Main gate,Morn,Saturday,56.30921569,,Main gate,Noon,Saturday,63.5864874,,Main gate,Afternoon,Saturday,47.36058824,,Main gate,Morn,Sunday,57.77415591,,Main gate,Noon,Sunday,60.15225286,,Main gate,Afternoon,Sunday,58.77039216,,Nassau gate,Morn,Tuesday,52.67924089,,Nassau gate,Noon,Tuesday,78.0052,,Nassau gate,Afternoon,Tuesday,55.00234,,Nassau gate,Morn,Wednesday,47.7892258,,Nassau gate,Noon,Wednesday,64.7857024,,Nassau gate,Afternoon,Wednesday,57.89859,,Nassau gate,Morn,Saturday,54.629575,,Nassau gate,Noon,Saturday,59.66464753,,Nassau gate,Afternoon,Saturday,54.72353794,,Nassau gate,Morn,Sunday,50.23871053,,Nassau gate,Noon,Sunday,65.53835034,,Nassau gate,Afternoon,Sunday,68.77043062,,Pearse gate,Morn,Tuesday,68.13010075,,Pearse gate,Noon,Tuesday,27.86015716,,Pearse gate,Afternoon,Tuesday,58.04470005,,Pearse gate,Morn,Wednesday,67.67004061,,Pearse gate,Noon,Wednesday,58.66040459,,Pearse gate,Afternoon,Wednesday,67.5778,,Pearse gate,Morn,Saturday,56.62628757,,Pearse gate,Noon,Saturday,61.1124223,,Pearse gate,Afternoon,Saturday,60.83344814,,Pearse gate,Morn,Sunday,58.20071288,,Pearse gate,Noon,Sunday,75.9092,,Pearse gate,Afternoon,Sunday,42.71804783
Main gate,Morn,Tuesday,66.9860242,,Main gate,Noon,Tuesday,69.9222516,,Main gate,Afternoon,Tuesday,72.98117647,,Main gate,Morn,Wednesday,54.12583,,Main gate,Noon,Wednesday,,62.1384323,Main gate,Afternoon,Wednesday,66.09529412,,Main gate,Morn,Saturday,59.05588235,,Main gate,Noon,Saturday,65.6295495,,Main gate,Afternoon,Saturday,44.66764706,,Main gate,Morn,Sunday,55.51217289,,Main gate,Noon,Sunday,62.35633161,,Main gate,Afternoon,Sunday,57.17882353,,Nassau gate,Morn,Tuesday,52.54627478,,Nassau gate,Noon,Tuesday,74.7574,,Nassau gate,Afternoon,Tuesday,59.58619,,Nassau gate,Morn,Wednesday,48.80700086,,Nassau gate,Noon,Wednesday,61.698388,,Nassau gate,Afternoon,Wednesday,52.82642,,Nassau gate,Morn,Saturday,60.26579933,,Nassau gate,Noon,Saturday,61.95449196,,Nassau gate,Afternoon,Saturday,53.28742538,,Nassau gate,Morn,Sunday,49.15057126,,Nassau gate,Noon,Sunday,64.66835917,,Nassau gate,Afternoon,Sunday,68.99849434,,Pearse gate,Morn,Tuesday,66.6916325,,Pearse gate,Noon,Tuesday,41.13396598,,Pearse gate,Afternoon,Tuesday,60.05751362,,Pearse gate,Morn,Wednesday,66.58597536,,Pearse gate,Noon,Wednesday,57.98544367,,Pearse gate,Afternoon,Wednesday,68.7904,,Pearse gate,Morn,Saturday,55.91484842,,Pearse gate,Noon,Saturday,66.4005451,,Pearse gate,Afternoon,Saturday,56.60692852,,Pearse gate,Morn,Sunday,53.32786548,,Pearse gate,Noon,Sunday,74.312,,Pearse gate,Afternoon,Sunday,42.03924967
Main gate,Morn,Tuesday,67.8559973,,Main gate,Noon,Tuesday,68.0126461,,Main gate,Afternoon,Tuesday,73.51529412,,Main gate,Morn,Wednesday,56.62753,,Main gate,Noon,Wednesday,,61.5868499,Main gate,Afternoon,Wednesday,66.85196078,,Main gate,Morn,Saturday,54.72901961,,Main gate,Noon,Saturday,64.0996862,,Main gate,Afternoon,Saturday,46.18607843,,Main gate,Morn,Sunday,53.72409016,,Main gate,Noon,Sunday,60.61889312,,Main gate,Afternoon,Sunday,59.31627451,,Nassau gate,Morn,Tuesday,53.89998213,,Nassau gate,Noon,Tuesday,76.9112,,Nassau gate,Afternoon,Tuesday,56.46731,,Nassau gate,Morn,Wednesday,48.42216072,,Nassau gate,Noon,Wednesday,65.4620643,,Nassau gate,Afternoon,Wednesday,57.14839,,Nassau gate,Morn,Saturday,67.0336148,,Nassau gate,Noon,Saturday,57.70300717,,Nassau gate,Afternoon,Saturday,54.37235901,,Nassau gate,Morn,Sunday,50.79739198,,Nassau gate,Noon,Sunday,63.98075648,,Nassau gate,Afternoon,Sunday,65.99087738,,Pearse gate,Morn,Tuesday,67.37485623,,Pearse gate,Noon,Tuesday,34.62617441,,Pearse gate,Afternoon,Tuesday,58.43414982,,Pearse gate,Morn,Wednesday,68.25152767,,Pearse gate,Noon,Wednesday,61.4748667,,Pearse gate,Afternoon,Wednesday,68.4394,,Pearse gate,Morn,Saturday,57.96183774,,Pearse gate,Noon,Saturday,59.4326437,,Pearse gate,Afternoon,Saturday,54.76184267,,Pearse gate,Morn,Sunday,52.82036484,,Pearse gate,Noon,Sunday,76.9348,,Pearse gate,Afternoon,Sunday,44.7433481
Main gate,Morn,Tuesday,62.8340543,,Main gate,Noon,Tuesday,64.7857024,,Main gate,Afternoon,Tuesday,69.5072549,,Main gate,Morn,Wednesday,56.0371,,Main gate,Noon,Wednesday,,65.8179199,Main gate,Afternoon,Wednesday,63.29392157,,Main gate,Morn,Saturday,55.36784314,,Main gate,Noon,Saturday,64.7853793,,Main gate,Afternoon,Saturday,42.36705882,,Main gate,Morn,Sunday,54.85684232,,Main gate,Noon,Sunday,58.36908959,,Main gate,Afternoon,Sunday,58.91588235,,Nassau gate,Morn,Tuesday,53.33602171,,Nassau gate,Noon,Tuesday,73.3302,,Nassau gate,Afternoon,Tuesday,58.60021,,Nassau gate,Morn,Wednesday,49.57078968,,Nassau gate,Noon,Wednesday,64.644957,,Nassau gate,Afternoon,Wednesday,52.7443,,Nassau gate,Morn,Saturday,62.95530565,,Nassau gate,Noon,Saturday,57.04837428,,Nassau gate,Afternoon,Saturday,64.43511764,,Nassau gate,Morn,Sunday,51.63507495,,Nassau gate,Noon,Sunday,63.10659933,,Nassau gate,Afternoon,Sunday,62.26902004,,Pearse gate,Morn,Tuesday,67.64937803,,Pearse gate,Noon,Tuesday,34.01220262,,Pearse gate,Afternoon,Tuesday,55.96283915,,Pearse gate,Morn,Wednesday,67.3961199,,Pearse gate,Noon,Wednesday,60.87238627,,Pearse gate,Afternoon,Wednesday,67.3458,,Pearse gate,Morn,Saturday,55.42358646,,Pearse gate,Noon,Saturday,59.8655543,,Pearse gate,Afternoon,Saturday,55.50834955,,Pearse gate,Morn,Sunday,52.24316706,,Pearse gate,Noon,Sunday,79.6906,,Pearse gate,Afternoon,Sunday,38.46074039
Main gate,Morn,Tuesday,61.0671244,,Main gate,Noon,Tuesday,61.698388,,Main gate,Afternoon,Tuesday,71.08588235,,Main gate,Morn,Wednesday,57.94964,,Main gate,Noon,Wednesday,,62.7067802,Main gate,Afternoon,Wednesday,67.92196078,,Main gate,Morn,Saturday,58.42019608,,Main gate,Noon,Saturday,61.3216007,,Main gate,Afternoon,Saturday,49.79313725,,Main gate,Morn,Sunday,53.06860539,,Main gate,Noon,Sunday,54.88005131,,Main gate,Afternoon,Sunday,52.3545098,,Nassau gate,Morn,Tuesday,52.96625848,,Nassau gate,Noon,Tuesday,76.4222,,Nassau gate,Afternoon,Tuesday,56.47587,,Nassau gate,Morn,Wednesday,49.89776689,,Nassau gate,Noon,Wednesday,66.8714478,,Nassau gate,Afternoon,Wednesday,54.6339,,Nassau gate,Morn,Saturday,63.87281195,,Nassau gate,Noon,Saturday,56.19319941,,Nassau gate,Afternoon,Saturday,61.66237283,,Nassau gate,Morn,Sunday,51.87247307,,Nassau gate,Noon,Sunday,62.66240908,,Nassau gate,Afternoon,Sunday,67.62551101,,Pearse gate,Morn,Tuesday,62.48040141,,Pearse gate,Noon,Tuesday,30.52574823,,Pearse gate,Afternoon,Tuesday,57.69667957,,Pearse gate,Morn,Wednesday,65.92959141,,Pearse gate,Noon,Wednesday,60.22140717,,Pearse gate,Afternoon,Wednesday,67.7946,,Pearse gate,Morn,Saturday,55.7425426,,Pearse gate,Noon,Saturday,61.9573563,,Pearse gate,Afternoon,Saturday,55.28383191,,Pearse gate,Morn,Sunday,53.95597508,,Pearse gate,Noon,Sunday,72.1876,,Pearse gate,Afternoon,Sunday,42.0549928
Main gate,Morn,Tuesday,63.1602508,,Main gate,Noon,Tuesday,65.4620643,,Main gate,Afternoon,Tuesday,71.21196078,,Main gate,Morn,Wednesday,57.21707,,Main gate,Noon,Wednesday,,59.3573229,Main gate,Afternoon,Wednesday,66.64764706,,Main gate,Morn,Saturday,54.31215686,,Main gate,Noon,Saturday,69.0098303,,Main gate,Afternoon,Saturday,50.57647059,,Main gate,Morn,Sunday,53.42397734,,Main gate,Noon,Sunday,53.09441875,,Main gate,Afternoon,Sunday,54.6554902,,Nassau gate,Morn,Tuesday,53.60979147,,Nassau gate,Noon,Tuesday,75.572,,Nassau gate,Afternoon,Tuesday,60.45629,,Nassau gate,Morn,Wednesday,49.15118396,,Nassau gate,Noon,Wednesday,63.3273185,,Nassau gate,Afternoon,Wednesday,59.83843,,Nassau gate,Morn,Saturday,65.47338866,,Nassau gate,Noon,Saturday,52.82541562,,Nassau gate,Afternoon,Saturday,57.61544669,,Nassau gate,Morn,Sunday,51.74897957,,Nassau gate,Noon,Sunday,65.53835034,,Nassau gate,Afternoon,Sunday,68.81030545,,Pearse gate,Morn,Tuesday,62.43549082,,Pearse gate,Noon,Tuesday,28.96828602,,Pearse gate,Afternoon,Tuesday,55.55440217,,Pearse gate,Morn,Wednesday,67.5019359,,Pearse gate,Noon,Wednesday,62.6479752,,Pearse gate,Afternoon,Wednesday,65.9062,,Pearse gate,Morn,Saturday,59.33654801,,Pearse gate,Noon,Saturday,56.9463181,,Pearse gate,Afternoon,Saturday,57.90648938,,Pearse gate,Morn,Sunday,51.31276574,,Pearse gate,Noon,Sunday,73.7302,,Pearse gate,Afternoon,Sunday,46.04355634
Main gate,Morn,Tuesday,64.797323,,Main gate,Noon,Tuesday,64.644957,,Main gate,Afternoon,Tuesday,77.83588235,,Main gate,Morn,Wednesday,58.95639,,Main gate,Noon,Wednesday,,59.1460571,Main gate,Afternoon,Wednesday,70.29509804,,Main gate,Morn,Saturday,54.51078431,,Main gate,Noon,Saturday,67.8136145,,Main gate,Afternoon,Saturday,49.33784314,,Main gate,Morn,Sunday,54.11735881,,Main gate,Noon,Sunday,56.05544276,,Main gate,Afternoon,Sunday,54.68313725,,Nassau gate,Morn,Tuesday,54.46686428,,Nassau gate,Noon,Tuesday,72.9226,,Nassau gate,Afternoon,Tuesday,59.18155,,Nassau gate,Morn,Wednesday,50.45961298,,Nassau gate,Noon,Wednesday,62.0736313,,Nassau gate,Afternoon,Wednesday,57.59611,,Nassau gate,Morn,Saturday,69.10709968,,Nassau gate,Noon,Saturday,58.05391574,,Nassau gate,Afternoon,Saturday,54.87350382,,Nassau gate,Morn,Sunday,48.09955993,,Nassau gate,Noon,Sunday,64.66835917,,Nassau gate,Afternoon,Sunday,61.43183049,,Pearse gate,Morn,Tuesday,67.92451702,,Pearse gate,Noon,Tuesday,39.20454122,,Pearse gate,Afternoon,Tuesday,53.0241424,,Pearse gate,Morn,Wednesday,65.9896411,,Pearse gate,Noon,Wednesday,65.62664894,,Pearse gate,Afternoon,Wednesday,66.4822,,Pearse gate,Morn,Saturday,57.55824421,,Pearse gate,Noon,Saturday,60.8604364,,Pearse gate,Afternoon,Saturday,55.2242876,,Pearse gate,Morn,Sunday,50.81690889,,Pearse gate,Noon,Sunday,71.3224,,Pearse gate,Afternoon,Sunday,41.29860759
Main gate,Morn,Tuesday,64.3322591,,Main gate,Noon,Tuesday,66.8714478,,Main gate,Afternoon,Tuesday,68.0445098,,Main gate,Morn,Wednesday,62.63333,,Main gate,Noon,Wednesday,,59.9242501,Main gate,Afternoon,Wednesday,73.38,,Main gate,Morn,Saturday,56.94372549,,Main gate,Noon,Saturday,66.0949771,,Main gate,Afternoon,Saturday,52.47431373,,Main gate,Morn,Sunday,54.01891158,,Main gate,Noon,Sunday,63.95931385,,Main gate,Afternoon,Sunday,56.48156863,,Nassau gate,Morn,Tuesday,52.86560065,,Nassau gate,Noon,Tuesday,77.4676,,Nassau gate,Afternoon,Tuesday,56.20489,,Nassau gate,Morn,Wednesday,50.63493331,,Nassau gate,Noon,Wednesday,62.3279897,,Nassau gate,Afternoon,Wednesday,53.35768,,Nassau gate,Morn,Saturday,63.7599112,,Nassau gate,Noon,Saturday,55.07703155,,Nassau gate,Afternoon,Saturday,54.31973256,,Nassau gate,Morn,Sunday,50.54120151,,Nassau gate,Noon,Sunday,63.98075648,,Nassau gate,Afternoon,Sunday,67.2528788,,Pearse gate,Morn,Tuesday,70.04500854,,Pearse gate,Noon,Tuesday,36.07593501,,Pearse gate,Afternoon,Tuesday,50.7676924,,Pearse gate,Morn,Wednesday,65.46563577,,Pearse gate,Noon,Wednesday,64.20906289,,Pearse gate,Afternoon,Wednesday,68.2556,,Pearse gate,Morn,Saturday,58.73236535,,Pearse gate,Noon,Saturday,63.7334938,,Pearse gate,Afternoon,Saturday,53.88586644,,Pearse gate,Morn,Sunday,52.57050039,,Pearse gate,Noon,Sunday,73.9014,,Pearse gate,Afternoon,Sunday,39.38202653
Main gate,Morn,Tuesday,64.585078,,Main gate,Noon,Tuesday,63.3273185,,Main gate,Afternoon,Tuesday,65.23568627,,Main gate,Morn,Wednesday,63.14982,,Main gate,Noon,Wednesday,,61.6415397,Main gate,Afternoon,Wednesday,73.31882353,,Main gate,Morn,Saturday,59.48823529,,Main gate,Noon,Saturday,62.7949808,,Main gate,Afternoon,Saturday,51.95647059,,Main gate,Morn,Sunday,53.61070876,,Main gate,Noon,Sunday,68.98667978,,Main gate,Afternoon,Sunday,55.8827451,,Nassau gate,Morn,Tuesday,52.08876923,,Nassau gate,Noon,Tuesday,73.8208,,Nassau gate,Afternoon,Tuesday,54.14158,,Nassau gate,Morn,Wednesday,51.29971843,,Nassau gate,Noon,Wednesday,61.0678736,,Nassau gate,Afternoon,Wednesday,62.79172,,Nassau gate,Morn,Saturday,58.6067632,,Nassau gate,Noon,Saturday,57.64963546,,Nassau gate,Afternoon,Saturday,55.81211349,,Nassau gate,Morn,Sunday,50.92343118,,Nassau gate,Noon,Sunday,63.10659933,,Nassau gate,Afternoon,Sunday,69.21091896,,Pearse gate,Morn,Tuesday,66.62369811,,Pearse gate,Noon,Tuesday,32.34352479,,Pearse gate,Afternoon,Tuesday,53.85159806,,Pearse gate,Morn,Wednesday,69.0186268,,Pearse gate,Noon,Wednesday,68.55185827,,Pearse gate,Afternoon,Wednesday,68.9028,,Pearse gate,Morn,Saturday,60.33291823,,Pearse gate,Noon,Saturday,61.3642787,,Pearse gate,Afternoon,Saturday,52.52742312,,Pearse gate,Morn,Sunday,53.17591348,,Pearse gate,Noon,Sunday,69.1266,,Pearse gate,Afternoon,Sunday,36.10225705
Main gate,Morn,Tuesday,65.7195987,,Main gate,Noon,Tuesday,62.0736313,,Main gate,Afternoon,Tuesday,58.65588235,,Main gate,Morn,Wednesday,62.50415,,Main gate,Noon,Wednesday,,64.3425368,Main gate,Afternoon,Wednesday,69.17019608,,Main gate,Morn,Saturday,56.74313725,,Main gate,Noon,Saturday,71.0640594,,Main gate,Afternoon,Saturday,51.97666667,,Main gate,Morn,Sunday,53.35936091,,Main gate,Noon,Sunday,64.57480521,,Main gate,Afternoon,Sunday,60.93313725,,Nassau gate,Morn,Tuesday,49.03298772,,Nassau gate,Noon,Tuesday,78.6328,,Nassau gate,Afternoon,Tuesday,54.0729,,Nassau gate,Morn,Wednesday,57.51902354,,Nassau gate,Noon,Wednesday,61.7384935,,Nassau gate,Afternoon,Wednesday,53.65114,,Nassau gate,Morn,Saturday,61.17410641,,Nassau gate,Noon,Saturday,59.69611733,,Nassau gate,Afternoon,Saturday,52.11508577,,Nassau gate,Morn,Sunday,47.49101433,,Nassau gate,Noon,Sunday,62.66240908,,Nassau gate,Afternoon,Sunday,65.51054102,,Pearse gate,Morn,Tuesday,63.87229977,,Pearse gate,Noon,Tuesday,45.03441399,,Pearse gate,Afternoon,Tuesday,60.83303431,,Pearse gate,Morn,Wednesday,66.41558818,,Pearse gate,Noon,Wednesday,66.33901732,,Pearse gate,Afternoon,Wednesday,64.2926,,Pearse gate,Morn,Saturday,58.99321647,,Pearse gate,Noon,Saturday,61.2210708,,Pearse gate,Afternoon,Saturday,65.86546346,,Pearse gate,Morn,Sunday,54.88218067,,Pearse gate,Noon,Sunday,73.8012,,Pearse gate,Afternoon,Sunday,38.00363189
Main gate,Morn,Tuesday,67.7038753,,Main gate,Noon,Tuesday,62.3279897,,Main gate,Afternoon,Tuesday,66.67313725,,Main gate,Morn,Wednesday,60.04337,,Main gate,Noon,Wednesday,,67.0145568,Main gate,Afternoon,Wednesday,67.37941176,,Main gate,Morn,Saturday,59.32941176,,Main gate,Noon,Saturday,64.9754861,,Main gate,Afternoon,Saturday,58.54941176,,Main gate,Morn,Sunday,52.13693535,,Main gate,Noon,Sunday,60.83585596,,Main gate,Afternoon,Sunday,61.0827451,,Nassau gate,Morn,Tuesday,51.12537252,,Nassau gate,Noon,Tuesday,74.8812,,Nassau gate,Afternoon,Tuesday,55.21076,,Nassau gate,Morn,Wednesday,58.50219746,,Nassau gate,Noon,Wednesday,63.2290249,,Nassau gate,Afternoon,Wednesday,50.90249,,Nassau gate,Morn,Saturday,61.94247573,,Nassau gate,Noon,Saturday,60.37697128,,Nassau gate,Afternoon,Saturday,53.24472407,,Nassau gate,Morn,Sunday,46.45661638,,Nassau gate,Noon,Sunday,66.76973348,,Nassau gate,Afternoon,Sunday,67.82518195,,Pearse gate,Morn,Tuesday,68.49615064,,Pearse gate,Noon,Tuesday,34.41966766,,Pearse gate,Afternoon,Tuesday,55.1572862,,Pearse gate,Morn,Wednesday,67.64108163,,Pearse gate,Noon,Wednesday,64.96023217,,Pearse gate,Afternoon,Wednesday,64.822,,Pearse gate,Morn,Saturday,60.31704198,,Pearse gate,Noon,Saturday,64.7798132,,Pearse gate,Afternoon,Saturday,66.04525049,,Pearse gate,Morn,Sunday,52.72555798,,Pearse gate,Noon,Sunday,72.7294,,Pearse gate,Afternoon,Sunday,42.63323581
Main gate,Morn,Tuesday,70.7290183,,Main gate,Noon,Tuesday,61.0678736,,Main gate,Afternoon,Tuesday,65.52392157,,Main gate,Morn,Wednesday,58.54274,,Main gate,Noon,Wednesday,,60.5312038,Main gate,Afternoon,Wednesday,66.00313725,,Main gate,Morn,Saturday,59.95705882,,Main gate,Noon,Saturday,65.7588084,,Main gate,Afternoon,Saturday,51.0927451,,Main gate,Morn,Sunday,50.51880582,,Main gate,Noon,Sunday,61.04834237,,Main gate,Afternoon,Sunday,61.92058824,,Nassau gate,Morn,Tuesday,51.48290269,,Nassau gate,Noon,Tuesday,75.1488,,Nassau gate,Afternoon,Tuesday,57.01685,,Nassau gate,Morn,Wednesday,55.77993197,,Nassau gate,Noon,Wednesday,64.0067344,,Nassau gate,Afternoon,Wednesday,56.19077,,Nassau gate,Morn,Saturday,61.28060357,,Nassau gate,Noon,Saturday,65.63889411,,Nassau gate,Afternoon,Saturday,59.54182425,,Nassau gate,Morn,Sunday,47.13152733,,Nassau gate,Noon,Sunday,67.34318557,,Nassau gate,Afternoon,Sunday,67.90601791,,Pearse gate,Morn,Tuesday,67.9623237,,Pearse gate,Noon,Tuesday,44.90832931,,Pearse gate,Afternoon,Tuesday,55.83381925,,Pearse gate,Morn,Wednesday,69.79608484,,Pearse gate,Noon,Wednesday,69.47382947,,Pearse gate,Afternoon,Wednesday,64.891,,Pearse gate,Morn,Saturday,62.00248975,,Pearse gate,Noon,Saturday,66.7534449,,Pearse gate,Afternoon,Saturday,63.8792813,,Pearse gate,Morn,Sunday,55.06684639,,Pearse gate,Noon,Sunday,71.8376,,Pearse gate,Afternoon,Sunday,42.01429238
Main gate,Morn,Tuesday,70.0526487,,Main gate,Noon,Tuesday,61.7384935,,Main gate,Afternoon,Tuesday,59.99196078,,Main gate,Morn,Wednesday,58.29929,,Main gate,Noon,Wednesday,,56.9921196,Main gate,Afternoon,Wednesday,68.73137255,,Main gate,Morn,Saturday,58.78117647,,Main gate,Noon,Saturday,65.5259523,,Main gate,Afternoon,Saturday,47.35176471,,Main gate,Morn,Sunday,51.41612222,,Main gate,Noon,Sunday,57.72670092,,Main gate,Afternoon,Sunday,60.27235294,,Nassau gate,Morn,Tuesday,54.59648585,,Nassau gate,Noon,Tuesday,75.7372,,Nassau gate,Afternoon,Tuesday,59.47889,,Nassau gate,Morn,Wednesday,53.4977116,,Nassau gate,Noon,Wednesday,65.871394,,Nassau gate,Afternoon,Wednesday,61.00552,,Nassau gate,Morn,Saturday,61.05624714,,Nassau gate,Noon,Saturday,66.83091858,,Nassau gate,Afternoon,Saturday,63.12403739,,Nassau gate,Morn,Sunday,48.53029346,,Nassau gate,Noon,Sunday,67.63380813,,Nassau gate,Afternoon,Sunday,67.35094136,,Pearse gate,Morn,Tuesday,67.79302482,,Pearse gate,Noon,Tuesday,41.5722634,,Pearse gate,Afternoon,Tuesday,56.3564834,,Pearse gate,Morn,Wednesday,64.99641783,,Pearse gate,Noon,Wednesday,65.18881367,,Pearse gate,Afternoon,Wednesday,64.9838,,Pearse gate,Morn,Saturday,61.49797926,,Pearse gate,Noon,Saturday,59.437216,,Pearse gate,Afternoon,Saturday,60.55181687,,Pearse gate,Morn,Sunday,52.46371661,,Pearse gate,Noon,Sunday,73.374,,Pearse gate,Afternoon,Sunday,43.22836321
